memberId	residentialState	yearsEmployment	homeOwnership	annualIncome	incomeVerified	dtiRatio	lengthCreditHistory	numTotalCreditLines	numOpenCreditLines	numOpenCreditLines1Year	revolvingBalance	revolvingUtilizationRate	numDerogatoryRec	numDelinquency2Years	numChargeoff1year	numInquiries6Mon
2814627	NC	6-9 years	rent	55363	1	17.7	4	15	11	9	12984	62.85	0	0	0	15
2668883	DC	6-9 years	own	53620	1	21.06	9	12	8	7	12083	96.12	0	0	0	12
2401232	FL	6-9 years	rent	56931	1	23.14	13	4	4	2	19210	69.73	0	0	0	0
2034621	MD	2-5 years	mortgage	50341	1	13.92	1	17	14	14	12360	61.91	0	0	0	1
2157936	FL	2-5 years	rent	51729	1	30.47	6	11	10	6	12244	64.75	7	0	0	11
2094477	NE	6-9 years	mortgage	54091	1	15.45	24	14	8	7	17678	63.12	1	2	2	0
2363780	NY	6-9 years	mortgage	55563	1	21.86	30	10	9	7	12325	82.97	7	0	0	2
2261770	IN	2-5 years	rent	56369	1	23.33	35	15	11	6	15474	59.05	0	0	0	0
2128123	MA	< 1 year	own	57880	1	14.99	11	17	14	11	14476	58.2	0	5	4	1
2562270	FL	6-9 years	own	58852	1	12.35	1	22	18	7	20230	69.56	0	0	0	0
2015134	AZ	6-9 years	own	59729	1	12.75	10	17	17	13	13716	78.45	0	0	0	1
2076123	ID	2-5 years	mortgage	49181	1	13.47	28	12	12	12	17736	70.62	0	0	0	3
2448055	NC	2-5 years	mortgage	53391	1	20.09	37	15	12	9	15506	71.13	1	1	1	0
2798113	AZ	6-9 years	rent	58114	1	22.08	11	18	11	11	15838	74.27	0	0	0	1
2764348	PA	< 1 year	rent	54264	1	20.06	2	26	19	17	19142	78.84	0	0	0	1
2431452	DE	< 1 year	mortgage	54557	1	27.2	9	8	7	5	15052	61.66	0	0	0	0
2014620	MD	2-5 years	rent	54845	1	15.18	4	20	11	6	16575	50.79	0	0	0	0
2491968	CA	2-5 years	rent	52703	0	17.41	9	15	8	7	12418	69.01	0	0	0	1
2105378	IA	1 year	rent	54123	1	22.1	6	7	4	3	17237	34.74	0	0	0	1
2120890	NE	6-9 years	rent	57579	1	7.91	6	19	17	15	17855	25.52	0	0	0	0
2138440	VA	1 year	own	58417	0	12.77	1	13	12	8	13600	44.35	7	4	2	1
2464780	DC	6-9 years	mortgage	55911	1	14.29	4	20	16	12	14715	86.95	0	0	0	0
2250428	WY	1 year	rent	62706	0	11.83	26	15	12	9	20288	62.95	0	0	0	0
2790054	DC	2-5 years	mortgage	63041	1	16.62	3	11	9	4	13238	30.3	0	0	0	1
2127790	TX	6-9 years	mortgage	53855	0	20.18	5	12	8	7	20171	85.65	0	1	1	0
2365390	RI	1 year	own	49804	1	23.64	10	13	10	7	12745	48.58	0	0	0	0
2277658	NM	1 year	own	56353	1	10.96	40	17	15	14	16135	67.12	0	13	8	0
2528780	DC	10+ years	own	59052	1	22.06	35	13	7	7	11381	64.99	0	0	0	2
2068447	MI	10+ years	own	53070	1	10.93	40	18	13	6	15547	97.66	10	0	0	0
2594567	DC	1 year	mortgage	58964	1	18.7	2	18	11	5	18041	54.3	0	0	0	0
2688094	CO	10+ years	own	50612	0	12.34	2	12	7	5	13823	66.37	0	0	0	0
2066377	NY	10+ years	rent	48373	0	16.9	4	10	6	5	13147	34.77	0	0	0	1
2550208	AR	6-9 years	mortgage	52497	1	27.12	9	8	5	2	20534	30.16	0	0	0	1
2645150	IN	10+ years	own	53632	1	18.13	35	11	7	6	15920	70.02	0	0	0	0
2604259	IN	10+ years	mortgage	57072	0	15.6	4	19	12	10	16627	47.42	0	0	0	7
2428676	TX	< 1 year	own	53997	0	17.77	2	21	14	12	15255	71.24	0	5	4	0
2570817	CA	6-9 years	rent	52379	0	17.27	6	15	11	11	17523	69.53	5	0	0	1
2531428	NY	2-5 years	rent	53190	0	7.7	7	9	6	5	15099	31.64	0	0	0	0
2599109	DC	10+ years	rent	54906	1	18.68	6	15	9	9	17004	61.04	0	1	1	0
2525714	NY	2-5 years	mortgage	56446	1	22.2	1	9	7	3	11897	43.87	13	0	0	3
2028749	ID	10+ years	rent	57122	1	21.3	3	14	9	9	12805	69.42	4	3	2	0
2442109	LA	10+ years	own	55483	1	22.7	4	15	11	6	12806	66.08	0	10	5	15
2808471	PA	6-9 years	rent	49464	0	17.15	6	8	5	5	15137	81.51	0	0	0	2
2540768	TN	< 1 year	rent	55941	1	24.49	1	13	12	8	15073	86.12	0	0	0	2
2619106	ND	6-9 years	rent	55551	1	19.92	5	15	11	6	14229	57.19	0	0	0	0
2267841	LA	2-5 years	own	53374	1	21.11	27	24	23	10	17237	35.02	0	0	0	0
2031191	WA	10+ years	rent	54672	1	19.04	7	15	12	7	15168	70.13	0	0	0	0
2171669	GA	2-5 years	mortgage	53831	1	19.74	3	16	14	11	13728	62.72	0	0	0	0
2107079	NH	1 year	rent	50248	0	21.72	3	21	19	14	12002	75	0	0	0	0
2484448	NY	10+ years	rent	47230	1	11.99	28	10	7	5	16337	69.86	0	0	0	3
2315962	MO	< 1 year	mortgage	53281	1	20.74	1	17	16	7	14240	79.91	0	0	0	1
2072312	FL	6-9 years	own	51943	0	20.78	5	12	6	4	17261	84.79	0	0	0	0
2411850	MD	10+ years	own	56896	1	10.41	3	10	6	6	16728	80.45	1	0	0	0
2086814	ID	< 1 year	rent	59842	0	13.71	39	22	20	18	8713	48.42	0	0	0	4
2095912	WA	10+ years	rent	53122	1	25.94	3	17	17	14	14762	67.49	0	15	13	1
2715535	TX	1 year	rent	55496	1	17.46	20	16	15	14	12935	54.48	6	0	0	0
2513003	MA	1 year	rent	55064	1	11.81	27	11	9	9	14030	85.83	0	0	0	0
2526267	IN	6-9 years	rent	55619	1	21.56	18	23	14	9	10756	73.88	0	0	0	1
2098142	NJ	10+ years	rent	55446	0	20.26	9	20	12	10	15526	47.92	0	0	0	0
2538443	MT	2-5 years	rent	53673	1	23.64	1	16	15	13	11818	90.39	0	3	2	0
2181568	IL	1 year	own	58548	1	23.18	26	14	8	5	15051	40.69	0	0	0	0
2694268	ID	10+ years	mortgage	58520	0	19.02	23	12	9	8	13601	73.35	0	3	3	1
2646637	IA	6-9 years	rent	57219	1	16.23	27	17	10	6	13302	71.1	0	0	0	1
2615122	ME	2-5 years	mortgage	57153	1	24.41	5	17	13	7	14564	77.34	0	0	0	1
2444338	TX	6-9 years	rent	60061	0	13.58	23	13	8	6	16609	68.9	0	16	13	5
2084182	AL	10+ years	mortgage	55476	1	20.95	35	20	20	7	15321	50.03	0	5	4	0
2293849	CO	< 1 year	mortgage	61326	0	21.87	6	15	15	15	17408	74.33	2	0	0	0
2123038	AZ	6-9 years	rent	51285	1	29.5	3	13	13	10	10253	39.98	4	0	0	0
2883829	NY	1 year	rent	58542	1	13.14	24	9	7	6	15140	90.44	0	19	14	0
2471140	MA	2-5 years	rent	57455	1	18.89	6	12	12	9	17107	62.02	0	1	1	1
2447247	TN	1 year	mortgage	58702	1	11.68	1	15	13	5	18743	45.71	0	14	10	2
2029588	FL	1 year	own	58537	1	15.26	7	10	6	2	12446	53.13	5	0	0	2
2006525	ME	1 year	mortgage	54502	1	15.34	1	22	15	8	19277	75.81	0	1	1	3
2671026	DC	1 year	mortgage	49519	1	13.22	23	19	15	7	15323	55.53	0	2	1	0
2367192	KS	6-9 years	mortgage	56084	1	22.78	5	9	8	5	15870	90.65	2	0	0	0
2774628	CA	1 year	mortgage	51902	0	10.83	13	19	16	15	16975	78.72	0	0	0	0
2791760	IN	< 1 year	rent	58485	1	13.89	26	11	9	5	16835	75.84	0	20	14	1
2430097	MA	2-5 years	mortgage	55317	1	25.73	2	13	12	7	11630	77.62	0	9	9	13
2103791	CA	1 year	own	55053	1	14.5	37	16	9	4	15225	59.16	0	0	0	2
2225800	LA	1 year	mortgage	53931	0	9.83	4	13	8	3	11999	81.68	0	0	0	0
2047432	PA	1 year	rent	52541	1	10.1	4	16	8	3	19231	76.5	1	0	0	1
2898626	AZ	1 year	own	52688	1	17.52	3	23	13	11	11813	54.36	0	9	6	0
2756076	IA	10+ years	mortgage	55091	1	20.21	9	19	10	8	12506	37.99	0	0	0	1
2240481	MD	10+ years	mortgage	51482	1	13.22	7	11	8	7	14358	77.48	0	0	0	1
2898160	AZ	< 1 year	mortgage	53661	1	14.23	5	6	3	2	16357	60.81	0	10	9	0
2012170	TX	6-9 years	rent	61291	0	11.38	9	19	16	11	12058	52.99	0	3	2	0
2799092	FL	< 1 year	rent	59100	0	16.9	4	12	7	6	13874	55.66	0	2	2	3
2379055	OK	< 1 year	rent	52713	1	21.68	2	18	17	9	16744	51.15	0	0	0	0
2738493	KY	< 1 year	mortgage	59174	1	15.76	27	15	14	12	13729	37.14	0	0	0	0
2470778	MO	6-9 years	rent	57235	1	16.43	3	19	14	9	16865	37.37	2	0	0	1
2760830	DC	10+ years	mortgage	55323	1	20.91	6	13	12	8	11262	62.42	0	0	0	2
2117554	NE	2-5 years	mortgage	48131	1	20.99	20	13	7	6	16104	78.3	1	10	5	0
2014324	WY	< 1 year	own	60504	1	10.4	1	10	10	3	16190	65.54	0	0	0	0
2605678	CT	2-5 years	mortgage	58138	0	12.85	6	14	7	6	12538	77.68	0	17	9	0
2217463	NY	10+ years	own	61277	0	12.95	4	12		6	15799	62.9	0	0	0	3
2070483	FL	< 1 year	rent	60980	0	12.47	2	16	10	6	17349	58.11	0	1	1	0
2436801	MS	< 1 year	rent	59568	1	20.95	10	14	9	8	15543	58.54	0	0	0	0
2669535	IL	< 1 year	rent	51612	0	24.66	35	15	8	6	18575	72.69	1	0	0	0
2274639	CA	2-5 years	own	52123	1	18.4	8	13	9	9	16709	52.44	0	14	12	0
2210252	NH	1 year	rent	59646	1	13.38	6	15	14	5	14901	72.99	0	16	12	0
2807283	DE	< 1 year	own	57309	0	16.67	7	24	14	12	11514	63.58	0	0	0	0
2728186	IL	2-5 years	mortgage	51604	1	16.96	9	18	15	12	14672	68.42	9	0	0	5
2734577	AL	< 1 year	rent	56517	1	10.94	6	7	4	3	15180	79.79	0	0	0	0
2244050	CA	1 year	own	61700	1	15.15	8	8	7	5	15488	45.8	0	1	1	0
2570902	KS	2-5 years	rent	56727	0	20.08	2	12	6	5	8766	53.67	0	0	0	0
2692429	CA	10+ years	mortgage	53858	1	15.08	21	18	11	8	15938	87.19	0	1	1	0
2641937	UT	2-5 years	own	55265	0	25.4	1	10	8	6	15196	80.61	0	0	0	2
2252340	FL	1 year	rent	56234	1	17.78	1	23	17	6	12114	54.66	0	0	0	0
2483485	NY	6-9 years	rent	56980	1	12.43	25	16	16	15	15367	58.94	0	0	0	0
2048972	PA	10+ years	mortgage	53127	0	15.35	38	17	16	15	16420	60.03	1	0	0	0
2243887	CO	1 year	own	60929	1	16.62	18	21	19	12	15624	50.65	0	0	0	1
2231467	KY	6-9 years	mortgage	58475	1	15.31	1	11	6	3	14354	74.69	0	0	0	7
2299724	FL	6-9 years	mortgage	53087	1	13.97	4	6	4	3	17729	40.09	0	0	0	1
2513822	CO	1 year	mortgage	55226	1	28.05	10	15	10	6	17946	64.75	0	0	0	1
2341804	OR	1 year	rent	50672	0	20.86	10	13	10	4	14650	84.9	0	7	6	0
2370374	TX	2-5 years	rent	55978	1	18.97	4	17	17	13	17066	62.54	7	4	2	0
2091610	MA	1 year	mortgage	56556	0	16.53	6	14	9	9	16912	81.37	0	0	0	12
2085211	AL	< 1 year	own	52921	0	15.83	24	8	5	2	14807	96.83	0	0	0	1
2469195	CA	< 1 year	mortgage	62157	1	16.98	1	10	8	5	16445	71.66	0	0	0	0
2462876	OK	10+ years	own	52701	1	18.56	10	14	9	4	10546	78.21	0	9	7	3
2354943	SC	< 1 year	rent	56428	1	25.65	3	13	9	5	15846	64.87	0	0	0	0
2357543	NM	10+ years	mortgage	52561	1	9.02	27	16	13	13	16534	51.2	0	0	0	0
2094653	LA	10+ years	rent	54051	1	16.04	3	12	9	4	19211	50.64	0	0	0	2
2541608	TN	2-5 years	mortgage	55123	1	10.27	1	15	14	6	15150	56.73	0	0	0	1
2111859	IL	1 year	rent	56802	1	19.64	10	15	9	9	10913	66.73	0	0	0	17
2691721	NJ	1 year	mortgage	57501	0	31.17	22	12	12	7	14007	74.43	0	0	0	1
2672632	DC	6-9 years	mortgage	56451	1	13.2	28	21	19	13	13275	33.54	0	0	0	1
2555818	DC	1 year	rent	56520	1	15.06	1	22	11	8	14211	89.58	0	0	0	0
2748750	OH	6-9 years	rent	53847	0	15.85	5	21	20	9	14546	73.62	0	0	0	0
2511782	PA	1 year	mortgage	56423	0	16.96	12	19	14	10	19230	33.3	0	0	0	0
2177991	CA	10+ years	mortgage	54214	0	12.99	8	16	12	7	13013	65.68	0	0	0	0
2034909	NY	1 year	mortgage	52702	1	11.12	1	21	17	9	14347	82.47	8	0	0	0
2024703	FL	1 year	own	53129	1	13.1	6	18	17	16	17719	59.66	0	0	0	0
2513858	VT	< 1 year	mortgage	55774	1	15.85	8	12	12	7	17653	84.15	0	0	0	0
2509408	CA	1 year	rent	48984	1	22.77	19	8	5	4	18333	73.48	0	16	10	0
2482364	IA	1 year	mortgage	52965	1	21.45	4	13	8	6	12692	70.09	0	0	0	0
2259653	IL	2-5 years	mortgage	60450	1	14.4	1	15	9	7	12912	96.84	0	0	0	1
2592983	WA	2-5 years	rent	54153	1	12.46	8	15	10	4	15102	66.28	0	1	1	1
2389549	IA	< 1 year	rent	61985	1	18.06	9	20	15	8	14899	39.62	0	0	0	0
2586862	DC	10+ years	rent	60682	0	17.79	6	16	15	6	11361	79.08	0	0	0	0
2704805	WA	6-9 years	own	57002	1	17.46	10	6	6	4	12881	84.85	0	1	1	0
2392277	GA	2-5 years	own	57360	1	9.15	39	11	6	3	13097	55.37	0	1	1	1
2395385	CA	10+ years	own	51876	1	16.54	1	10	7	6	14243	66.17	0	0	0	2
2472336	FL	1 year	own	53844	1	23.61	10	18	10	8	13588	46.04	0	0	0	2
2881250	ID	1 year	mortgage	55527	1	12.89	9	16	13	11	17172	53.42	0	2	1	0
2453172	KS	10+ years	mortgage	57805	1	15.14	2	13	8	4	7901	41.8	0	0	0	1
2390526	CT	< 1 year	own	54563	1	13.13	27	16	14	11	15055	62.57	0	0	0	1
2581674	MT	< 1 year	mortgage	52442	1	22.84	6	13	12	9	13597	51.97	10	20	19	0
2568570	FL	< 1 year	rent	53183	1	3.88	9	12	9	6	16557	90.98	0	0	0	1
2328827	UT	< 1 year	mortgage	46135	0	15.23	5	13	12	8	13950	61.81	0	0	0	12
2771238	NY	< 1 year	own	50076	1	16.48	20	19	15	14	12663	73.77	0	0	0	1
2499718	NY	6-9 years	own	43750	1	19.59	1	12	8	4	14539	45.91	0	0	0	0
2246047	OK	6-9 years	mortgage	57860	1	17.79	33	21	14	7	9689	42.6	10	0	0	0
2594316	MT	2-5 years	rent	56719	1	16.95	26	11	9	6	16948	50.43	0	0	0	0
2736417	VA	10+ years	mortgage	52886	0	12.71	6	22	14	9	11808	65.04	0	0	0	0
2689660	ID	< 1 year	own	53311	1	6	14	17	11	9	14885	81.54	0	0	0	0
2569434	TN	10+ years	mortgage	59508	1	18.38	4	15	9	4	16276	74.28	0	1	1	0
2375284	AR	< 1 year	own	50386	0	35.13	27	20	15	11	15069	63.24	0	4	4	0
2511087	MI	1 year	own	53432	1	22.56	7	8	5	3	8258	43.21	0	0	0	0
2570885	WV	6-9 years	mortgage	52091	1	23.84	7	17	15	14	13615	77.23	0	0	0	1
2264740	RI	1 year	mortgage	48713	1	18.98	6	21	11	11	13833	93.93	0	1	1	0
2635210	OR	1 year	mortgage	55971	1	6.4	5	15	14	13	17852	66.42	0	0	0	7
2562305	DC	6-9 years	mortgage	49901	1	14.57	4	17	9	8	17925	69.91	0	0	0	0
2790032	MO	2-5 years	mortgage	57029	1	9.8	18	19	10	5	17169	76.85	0	0	0	1
2550076	FL	1 year	own	54306	0	15.76	8	16	13	7	13696	56.27	4	0	0	0
2895189	NY	10+ years	own	52139	1	17.62	9	14	9	5	13236	84.92	0	0	0	0
2459995	WA	1 year	own	54554	1	15.33	6	17		6	14565	81.5	0	0	0	2
2628887	ID	10+ years	own	54460	0	14.46	5	14		8	15152	55.59	0	0	0	1
2355179	GA	1 year	own	59227	1	25.43	32	18	11	7	12179	87.4	0	1	1	0
2463238	MS	1 year	mortgage	53588	1	15.92	7	17	17	10	14676	64.59	0	0	0	1
2201132	ID	10+ years	rent	55500	1	15.4	3	18	16	6	14762	80.64	0	0	0	1
2698620	WA	< 1 year	rent	58701	1	19.33	9	21	14	7	16766	63.23	0	0	0	1
2608829	IA	6-9 years	rent	57878	0	14.06	29	18	11	10	15858	57.14	0	0	0	1
2554357	TN	10+ years	rent	53043	1	22.26	37	8	6	4	17230	79.78	0	0	0	1
2860380	DC	6-9 years	rent	58913	0	19.9	2	12	6	6	12487	44.1	0	0	0	1
2568657	AL	10+ years	mortgage	51515	1	27.06	4	18	16	13	15580	44.64	0	0	0	0
2353147	MS	< 1 year	rent	58155	0	14.43	1	15	11	7	14106	69.45	0	0	0	2
2512895	ID	10+ years	rent	57793	0	20.55	15	11	10	5	16629	71.63	0	0	0	0
2357501	CA	10+ years	rent	56689	1	18.31	3	12	8	8	14769	72.7	0	0	0	6
2557467	IN	2-5 years	own	55240	1	13.63	2	17	16	8	16276	72.73	0	0	0	0
2028547	CA	10+ years	rent	56351	1	19.69	33	15	12	12	11817	75.33	0	0	0	1
2406064	FL	< 1 year	mortgage	49202	1	15.66	7	11	6	3	10593	48.62	0	0	0	0
2895101	AR	10+ years	rent	57758	1	21.71	25	14	9	8	13802	62.02	0	0	0	2
2532006	MA	< 1 year	own	57756	0	16.03	6	15	11	11	13151	62.81	0	3	3	1
2857356	OH	6-9 years	own	55646	1	13.44	6	14	11	11	18809	68.46	3	16	14	9
2125607	PA	1 year	mortgage	56121	1	12.73	2	14	12	10	15202	60.06	0	0	0	2
2346573	IN	6-9 years	mortgage	52501	1	7.43	5	11	11	10	13824	44.9	0	0	0	0
2007062	KS	1 year	mortgage	50017	0	9.74	16	15	14	11	11948	51.59	0	0	0	0
2502944	MN	10+ years	own	57299	1	22.58	18	16	16	9	14699	57.74	0	0	0	15
2869161	MD	< 1 year	mortgage	51391	0	13.81	4	16		10	15142	64.45	0	0	0	0
2448003	DE	10+ years	rent	56938	1	11.52	27	11	7	4	12335	57.42	0	0	0	0
2581560	KS	1 year	rent	56649	1	25.86	6	16	8	4	20091	99.94	0	0	0	0
2084001	IL	1 year	mortgage	51500	1	16.85	38	17	15	9	14392	79.6	0	0	0	0
2365970	NE	< 1 year	rent	55980	0	15.12	17	18	10	4	10413	43.9	0	0	0	2
2177883	NH	< 1 year	own	57191	1	10.02	31	15	10	5	15606	51.18	0	0	0	3
2428098	CA	1 year	rent	56006	1	20.39	31	20	11	6	17770	42.51	1	0	0	0
2152009	NV	10+ years	own	50220	1	17.61	5	8	5	2	15691	69.02	0	1	1	0
2029160	MT	2-5 years	mortgage	56997	0	25.42	20	17	14	14	13566	64.98	0	0	0	3
2663761	CA	2-5 years	own	54735	0	16.06	33	14	13	6	9791	45.43	0	1	1	0
2079266	MO	< 1 year	mortgage	60680	1	9.69	7	12	8	4	18602	83.11	0	0	0	0
2586582	SD	< 1 year	mortgage	53821	0	16.2	6	12	9	5	12484	62.19	0	1	1	1
2052102	WA	6-9 years	own	56303	1	17.96	1	15	14	13	15079	71.11	0	0	0	0
2452790	NM	1 year	mortgage	50605	1	11.8	21	17	15	15	14538	78.12	0	0	0	0
2029569	IA	10+ years	own	52679	1	18.32	26	19	11	6	17183	91.23	8	9	9	0
2709699	OK	6-9 years	rent	54834	0	11.21	6	14	9	6	18392	66.72	2	0	0	1
2361843	NY	6-9 years	own	46154	1	14.68	3	16	14	5	11418	22.3	0	19	14	0
2440023	TX	< 1 year	mortgage	49905	0	23.66	9	13	7	5	16177	78.4	6	1	1	2
2879559	MO	6-9 years	rent	57404	1	17.66	5	20	10	6	19261	65.77	0	1	1	1
2286736	NV	6-9 years	rent	56136	1	21.18	31	9	9	5	10340	54.76	1	0	0	0
2033712	CA	10+ years	own	53606	1	12.89	5	12	6	2	17380	43.66	7	0	0	1
2141428	LA	1 year	rent	54479	1	14.04	8	17	15	8	10788	75.55	0	0	0	1
2481293	FL	6-9 years	own	52790	0	16.19	5	18	18	17	11266	68.96	0	0	0	1
2430946	TX	1 year	own	54732	0	20.32	16	20	19	18	14600	64.84	0	0	0	2
2492324	CT	1 year	rent	54739	1	16.37	2	18	13	5	13372	73.42	1	0	0	0
2684561	ID	2-5 years	mortgage	53109	0	16.14	3	16	13	6	16952	92.11	0	0	0	0
2194626	CO	1 year	own	53245	1	10.78	2	13	8	5	14590	76.63	2	0	0	0
2251201	CA	10+ years	own	55503	1	16.83	13	19	19	15	19930	56.38	0	0	0	1
2739766	IL	1 year	rent	52571	1	24.6	20	15	13	13	13371	45.92	0	0	0	1
2363986	SD	< 1 year	mortgage	42839	1	22.16	9	13	8	7	12812	66.38	1	0	0	2
2449601	CT	10+ years	mortgage	55393	1	20.57	1	19	10	6	11567	62.21	9	0	0	0
2367045	SD	< 1 year	mortgage	53799	0	18.18	9	15	8	5	17296	54.18	0	0	0	0
2095040	WA	10+ years	rent	49049	1	35.84	3	12	11	8	14271	82.61	0	0	0	3
2678501	NM	1 year	mortgage	60772	1	12.78	8	15	11	7	10387	58.09	0	0	0	0
2801688	FL	2-5 years	mortgage	56606	0	15.57	10	22	13	6	17176	45.35	0	0	0	2
2308386	CA	6-9 years	rent	53546	1	23.8	3	10	6	5	11621	49.7	0	0	0	1
2500713	WY	1 year	mortgage	54055	1	15.05	10	16	11	11	11929	62.19	0	0	0	2
2365887	WI	10+ years	rent	53696	0	19.89	3	8	4	3	15702	26.89	1	20	16	0
2616213	AR	10+ years	mortgage	55870	0	26.22	15	14	8	6	12080	68.42	0	0	0	0
2378528	TX	6-9 years	rent	52160	1	19.17	5	18	12	4	16329	61.06	0	0	0	0
2543294	NE	1 year	mortgage	47229	1	19.95	6	13	9	6	16206	58.83	1	5	4	1
2146651	MD	< 1 year	mortgage	52921	0	15.11	4	11	7	3	11812	70.45	0	0	0	0
2265119	IL	1 year	mortgage	53694	0	17.24	2	12	8	4	10596	50.19	0	0	0	0
2668467	FL	6-9 years	own	61215	0	22.63	3	19	18	12	15815	56.82	0	0	0	0
2248942	SD	6-9 years	rent	55543	0	21.83	2	17	15	13	16344	78.93	0	0	0	5
2413543	SC	10+ years	mortgage	50621	1	13.53	2	9	8	5	15110	54.57	1	0	0	0
2869541	CA	2-5 years	mortgage	57723	1	16.75	15	9	5	2	17534	65.3	0	0	0	0
2173377	OH	1 year	rent	54781	1	9.7	4	20	11	4	15188	74.32	0	0	0	0
2725487	LA	6-9 years	own	60334	1	15.33	4	10	9	6	15192	87.22	8	0	0	0
2158055	IA	2-5 years	own	56716	0	19.4	6	12	8	4	16347	74.78	0	0	0	0
2737166	CA	< 1 year	own	55328	1	13.97	5	16	10	6	13829	77.15	4	0	0	0
2254277	ME	6-9 years	mortgage	54713	1	16.44	2	17	11	10	12801	41.5	0	0	0	2
2524844	FL	1 year	mortgage	52849	0	19.63	7	16	13	12	14856	82.57	0	0	0	1
2009687	SD	< 1 year	own	52679	0	16.72	2	15	9	5	12182	54.38	2	1	1	18
2580319	CA	6-9 years	rent	55530	1	17.4	6	21	20	18	19171	60.33	0	0	0	1
2640430	CT	2-5 years	own	56997	1	24.88	3	17	14	10	10835	83.9	0	0	0	0
2600517	VA	1 year	mortgage	53359	1	16.6	4	13	9	9	12845	77.91	0	0	0	1
2417974	NY	< 1 year	own	54340	1	11.93	4	18	12	5	14332	52.38	0	0	0	1
2383797	MT	2-5 years	rent	50452	1	11.95	10	15	8	6	16723	70.58	0	0	0	7
2503976	MI	6-9 years	rent	56694	0	15.76	12	11	8	5	17416	60.78	6	0	0	0
2572983	AL	10+ years	own	55408	1	18.21	2	9	8	6	13873	63.12	0	20	13	0
2872702	MN	2-5 years	rent	52176	1	12.17	6	9	5	2	16309	54.49	0	20	16	8
2035122	MT	< 1 year	own	56489	1	19.03	35	13	13	12	18336	51.17	1	0	0	0
2369937	ME	6-9 years	own	56042	1	18.77	5	17	10	5	11598	60.91	1	0	0	1
2418852	GA	1 year	mortgage	52925	1	23.66	13	10	9	4	15157	95.38	12	0	0	0
2008574	KS	< 1 year	rent	55490	1	22.11	23	8	5	4	19399	12.99	0	2	1	1
2618477	CA	6-9 years	rent	55918	0	14.52	5	11	6	6	12414	68.07	1	0	0	1
2726993	MT	2-5 years	rent	55277	1	17.14	8	18	10	5	17192	67.34	0	1	1	1
2423208	ID	1 year	own	50382	0	24.78	12	15	11	4	16392	72.56	0	0	0	0
2314274	SD	2-5 years	mortgage	55870	0	16.05	1	17	13	9	14010	71.83	11	0	0	0
2647246	KS	2-5 years	mortgage	52198	1	15.78	10	8	6	3	16031	47.61	0	0	0	15
2545108	NC	6-9 years	own	58546	1	17.15	10	14	12	6	13102	34.09	0	0	0	2
2766083	FL	6-9 years	mortgage	54250	1	15.28	31	13	9	6	15822	53.87	0	0	0	0
2460912	CA	1 year	mortgage	51682	0	18.97	6	11	10	4	14022	88.74	0	0	0	18
2896896	SC	1 year	own	54336	1	21.22	5	17	9	8	18355	43.08	0	0	0	11
2578665	AZ	10+ years	rent	53724	1	15.3	40	29	26	24	11524	81.01	0	0	0	3
2422538	NY	1 year	mortgage	54181	1	16	9	15	10	9	15590	81.32	0	0	0	1
2088281	WA	2-5 years	rent	51128	0	19.39	1	13	11	5	15228	77.31	9	0	0	1
2678126	CA	2-5 years	mortgage	48690	0	20.89	8	15	8	5	15546	88.64	0	1	1	0
2534463	IL	6-9 years	rent	45859	1	22.11	3	18	15	9	15393	81.92	0	6	5	2
2447778	LA	6-9 years	own	55250	1	21.6	1	16	13	9	19336	38.57	0	1	1	1
2573650	MS	< 1 year	mortgage	52951	1	12.88	27	11	9	8	10701	88.97	0	0	0	0
2242111	ID	2-5 years	own	55873	1	9.42	40	12	12	9	20536	41.41	0	1	1	0
2773659	TX	2-5 years	rent	53508	0	18.92	39	16	9	7	16132	87.68	0	0	0	0
2104865	NH	1 year	rent	52375	1	6.27	3	17	14	6	15132	85.29	0	0	0	0
2640152	TX	1 year	own	47732	1	14.98	1	12	9	3	11576	29.28	0	0	0	0
2223893	CA	< 1 year	mortgage	57646	1	17.34	9	8	7	2	17783	60.83	0	0	0	1
2192567	NE	2-5 years	own	52866	0	19.05	2	11	11	9	18983	75.64	0	18	16	0
2809264	NJ	1 year	own	51606	1	27.39	6	15	9	8	14834	54.14	0	0	0	0
2523391	AL	10+ years	rent	52636	1	19.52	7	21	12	9	13748	63.71	1	0	0	0
2330185	WY	10+ years	own	57016	0	16.33	2	22	19	12	16573	49.89	0	0	0	0
2879423	IN	10+ years	own	53029	1	21.28	6	13	11	9	15781	67.09	1	2	2	19
2297944	ID	< 1 year	own	52826	0	18.04	23	12	10	4	11374	57.02	0	0	0	1
2822346	NV	10+ years	rent	47793	0	16.31	8	8	8	8	11805	86.05	0	1	1	0
2171017	OH	10+ years	mortgage	55856	0	10.95	4	13	13	6	18880	48.76	10	0	0	1
2805634	FL	10+ years	rent	47411	0	14.12	35	16	10	10	13228	78.01	1	0	0	0
2381102	CT	10+ years	rent	52419	1	16.85	36	25	17	9	13724	56.29	0	0	0	0
2096773	CT	2-5 years	own	53547	0	23.93	8	14	9	9	17365	62.46	0	5	3	2
2791542	LA	< 1 year	own	50953	0	22.44	6	12	11	10	15122	71.62	0	0	0	2
2859600	NJ	2-5 years	rent	46135	1	15.02	4	16	11	10	12343	72.55	0	0	0	1
2573619	MA	6-9 years	mortgage	52501	1	22.68	26	14	10	7	14534	78.59	0	0	0	0
