loanId	memberId	date	purpose	isJointApplication	loanAmount	term	interestRate	monthlyPayment	grade	loanStatus
1874687	2255699	1/6/2016	debtconsolidation	0	27361	36 months	12.74	918	A3	Current
1275229	2675087	4/29/2016	healthcare	0	22711	48 months	7.27	547	C2	Current
1076637	2045499	6/27/2014	auto	0	19365	60 months	12.5	436	A3	Current
1267185	2204610	2/12/2016	debtconsolidation	0	10458	60 months	10.17	223	D3	Current
1413699	2381795	4/6/2016	business	0	20889	60 months	14.23	489	C1	Current
1229970	2064107	6/1/2016	debtconsolidation	0	20742	36 months	10.54	675	B1	Current
1653127	2474227	3/26/2015	debtconsolidation	0	23832	48 months	12.84	637	E2	Current
1272469	2752435	1/8/2015	debtconsolidation	0	24716	48 months	12.01	651	E3	Current
1767619	2402358	10/24/2015	debtconsolidation	0	15067	36 months	10.31	488	C2	Current
1788413	2823752	6/16/2016	debtconsolidation	0	11200	36 months	6.98	346	A2	Current
1581830	2626594	4/8/2015	debtconsolidation	0	21249	60 months	10.97	462	C3	Current
1214701	2732861	9/20/2014	debtconsolidation	0	23912	48 months	10.63	614	C3	Current
1643212	2523968	10/27/2014	debtconsolidation	0	20940	60 months	7.8	423	B1	Current
1858193	2354138	11/8/2014	debtconsolidation	0	23636	48 months	15.23	661	D2	Current
1676754	2646000	3/4/2016	debtconsolidation	0	20086	60 months	10.35	430	B2	Current
1150379	2410872	7/2/2014	debtconsolidation	0	19279	60 months	19.97	510	B1	Current
1218660	2748651	10/6/2015	debtconsolidation	0	25092	36 months	8.84	796	E1	Current
1585765	2853577	3/27/2016	debtconsolidation	0	15749	36 months	9.38	504	C3	Current
1154359	2861718	2/18/2016	business	0	27637	60 months	6.61	542	D3	Current
1364019	2655709	6/10/2014	debtconsolidation	0	17565	60 months	9.69	371	A1	Current
1255307	2117099	6/6/2015	auto	0	22076	36 months	7.09	683	E2	Default
1403537	2333890	3/31/2016	debtconsolidation	0	21364	60 months	12.16	477	C3	Current
1420646	2172584	4/23/2015	debtconsolidation	1	12181	36 months	18.42	443	A3	Current
1325658	2890163	6/23/2014	other	0	16306	48 months	11.11	422	A2	Current
1045663	2520547	4/8/2015	homeimprovement	0	19211	36 months	12.87	646	C1	Current
1173964	2394298	11/29/2014	debtconsolidation	0	21333	36 months	16.35	754	C1	Current
1401234	2898688	8/2/2015	debtconsolidation	0	12660	60 months	12.08	282	E3	Current
1330892	2627976	10/31/2015	other	0	22930	60 months	6.24	446	E1	Current
1845400	2305992	3/31/2015	debtconsolidation	0	31958	48 months	11.27	830	E2	Current
1008682	2531429	6/27/2015	debtconsolidation	0	20036	48 months	10.77	516	A3	Current
1583688	2446515	3/29/2016	debtconsolidation	0	24344	36 months	9.8	783	B1	Current
1735636	2104347	6/6/2015	debtconsolidation	0	17834	48 months	9.94	452	A2	Current
1332154	2534801	8/24/2014	debtconsolidation	0	13975	48 months	12.26	370	A3	Current
1506873	2614039	9/12/2014	debtconsolidation	0	14806	36 months	9.06	471	B1	Current
1724107	2170637	9/2/2014	education	0	22056	48 months	16.29	628	A3	Current
1846374	2614637	2/23/2016	debtconsolidation	0	20793	60 months	11.34	456	D2	Current
1334500	2130631	8/13/2014	debtconsolidation	0	20086	36 months	16.78	714	D3	Current
1015345	2665091	2/22/2016	debtconsolidation	0	25283	48 months	18.52	750	B3	Current
1259792	2321280	4/28/2016	debtconsolidation	0		36 months	7.91	473	A3	Current
1098502	2194508	2/4/2015	homeimprovement	0	23227	36 months	20.68	871	C3	Current
1644144	2016031	5/26/2015	debtconsolidation	0	22235	60 months	12.74	503	C2	Current
1706372	2622287	2/19/2016	debtconsolidation	0	19006	36 months	7.12	588	B1	Current
1030672	2114402	1/18/2015	debtconsolidation	0	28894	48 months	6.5	685	A3	Current
1387465	2548991	7/24/2014	homeimprovement	0	18933	60 months	5.72	364	C1	Current
1209223	2056660	7/24/2014	debtconsolidation	0	29209	60 months	5.27	555	C1	Current
1110374	2502138	12/17/2015	debtconsolidation	0	31733	36 months	8.5	1002	C3	Current
1252015	2546064	4/14/2016	debtconsolidation	0	25303	60 months	15.48	608	A3	Current
1464332	2774926	3/17/2015	education	0	13601	36 months	7.21	421	D1	Current
1632238	2651937	9/3/2015	debtconsolidation	0	20862	36 months	6.4	638	B3	Current
1859071	2716793	5/26/2015	homeimprovement	0	21620	60 months	15.91	525	E3	Current
1200944	2877437	8/30/2014	auto	0	24409	36 months	6.45	748	D2	Current
1650723	2808469	2/5/2016	debtconsolidation	0	26010	36 months	7.89	814	A3	Current
1200711	2895364	11/9/2015	debtconsolidation	0	24521	60 months	12.9	557	D3	Current
1755610	2349221	2/5/2016	debtconsolidation	0	15145	48 months	8.21	371	E3	Current
1675974	2816535	3/23/2015	homeimprovement	0	17404	48 months	7.23	419	C2	Current
1425598	2140906	4/2/2016	healthcare	0	21188	48 months	10.39	541	B2	Default
1352117	2241702	6/15/2015	debtconsolidation	0	32301	48 months	11.19	838	D3	Default
1859141	2016590	12/16/2014	education	0	26495	36 months	8.2	833	B1	Current
1316459	2305981	1/19/2016	debtconsolidation	0	19698	48 months	10.1	501	C2	Default
1762019	2693005	12/20/2015	other	1	15069	36 months	12.43	504	A2	Current
1012565	2656469	5/21/2015	other	0	20412	36 months	13.31	691	B1	Default
1449370	2813827	3/16/2015	debtconsolidation	0	20590	48 months	6.95	493	D2	Default
1513826	2439672	8/8/2014	debtconsolidation	0	27865	60 months	13.94	648	E1	Default
1636939	2439870	7/14/2015	education	1	21055	48 months	15.52	592	A3	Current
1440804	2108941	5/31/2014	homeimprovement	0	22344	60 months	9.6	470	D3	Current
1479240	2055143	5/13/2016	auto	0	28473	60 months	7.27	567	B3	Current
1718642	2204085	11/7/2015	debtconsolidation	0	18408	36 months	11.83	610	C1	Current
1760036	2802593	10/10/2014	debtconsolidation	0	10086	60 months	14.74	239	C3	Current
1752519	2359673	3/14/2015	other	0	17493	60 months	6.75	344	A1	Current
1782577	2307232	5/6/2016	debtconsolidation	0	13197	60 months	18.86	341	A1	Current
1668774	2493974	11/15/2014	debtconsolidation	0	19972	48 months	14.92	555	E2	Current
1845638	2864301	8/13/2014	debtconsolidation	0	21948	36 months	15.4	765	A3	Current
1723801	2057089	3/6/2015	debtconsolidation	0	23214	36 months	10.73	757	A1	Current
1000257	2352439	5/12/2015	debtconsolidation	0	26231	48 months	14.31	721	B1	Current
1894281	2187755	8/9/2014	debtconsolidation	0	26328		6.56	516	E3	Default
1120385	2139590	2/27/2015	debtconsolidation	0	21174	60 months	9.09	440	B3	Current
1767255	2192009	10/8/2015	debtconsolidation	0	17522	48 months	6.46	415	A2	Current
1850409	2843066	8/10/2014	debtconsolidation	0	19138	48 months	10.12	486	B3	Current
1272283	2673497	10/15/2015	debtconsolidation	0	23587	48 months	9.28	590	C1	Current
1110863	2648411	10/20/2015	debtconsolidation	0	22887	60 months	12.52	515	D3	Default
1463909	2584954	1/11/2015	debtconsolidation	0	32782	48 months	14.67	907	A1	Default
1882508	2370725	9/30/2014	debtconsolidation	0	24165	60 months	12.83	548	E2	Current
1017761	2605447	11/5/2014	homeimprovement	0	22048	36 months	8.91	700	B2	Current
1388256	2325058	3/22/2016	debtconsolidation	0	24971	48 months	7.48	604	C3	Current
1457890	2698665	10/27/2015	debtconsolidation	1	20935	60 months	13.28	479	B3	Current
1209944	2122006	8/9/2015	debtconsolidation	0	16041	48 months	12.36	425	A2	Current
1786774	2399446	5/21/2015	debtconsolidation	0	27241	48 months	6.92	651	A2	Current
1040255	2306717	11/24/2014	debtconsolidation	0	19578	36 months	10.21	634	A2	Current
1737118	2558904	12/18/2014	auto	0	26010	48 months	7.01	623	A2	Current
1194005	2386505	12/10/2015	debtconsolidation	0	9870	60 months	7.71	199	D3	Default
1537072	2843908	7/18/2014	debtconsolidation	0	24203	36 months	11.1	794	C1	Current
1277639	2563790	6/8/2015	business	0	21195	48 months	16.15	602	E3	Default
1698811	2597840	8/15/2015	auto	0	21630	60 months	8.08	439	A1	Current
1091547	2011422	3/10/2016	debtconsolidation	0	16230	48 months	5.17	375	E3	Default
1811720	2072504	6/1/2014	homeimprovement	0	19346	48 months	5.59	451	C2	Current
1498326	2256291	7/25/2014	debtconsolidation	0	18313	60 months	15.3	439	A3	Current
1319344	2145562	10/26/2014	debtconsolidation	0	26310	36 months	14.67	908	A3	Current
1392517	2478212	9/7/2015	debtconsolidation	0	15595	36 months	6.52	478	A3	Current
1626717	2665059	4/15/2015	debtconsolidation	1	21549	36 months	13.4	730	B1	Current
1173755	2056810	9/20/2014	debtconsolidation	0	19970	36 months	10.23	647	B2	Current
1841615	2081825	5/29/2016	debtconsolidation	0	22062	60 months	7.01	437	A1	Current
1802748	2893681	3/22/2016	debtconsolidation	0	21060	36 months	5.94	640	D3	Current
1043107	2391554	10/12/2015	homeimprovement	0	16165	48 months	13.97	441	D3	Current
1554422	2032878	8/7/2015	debtconsolidation	1	18230	36 months	10.04	589	D1	Default
1720603	2549081	8/29/2015	debtconsolidation	0	18115	36 months	14.04	619	D2	Current
1239320	2544051	10/27/2014	debtconsolidation	0	16344	48 months	5.65	381	A1	Current
1672403	2346649	5/21/2015	debtconsolidation	0	19486	36 months	16.11	686	D1	Current
1367704	2295745	11/16/2014	business	0	18072	48 months	17.6	527	C2	Default
1694224	2091685	6/21/2015	debtconsolidation	0	21104	48 months	7.12	507	E1	Default
1611686	2570359	4/3/2015	debtconsolidation	0	15691	36 months	12.03	521	B3	Current
1679219	2488282	8/5/2015	homeimprovement	0	27222	48 months	12.73	727	A2	Current
1853673	2300553	5/22/2014	debtconsolidation	0	27191	48 months	7.09	652	B1	Current
1859074	2027567	5/3/2015	debtconsolidation	0	26559	48 months	10.53	680	B2	Current
1147373	2094591	3/7/2015	debtconsolidation	0	24697	36 months	6.64	759	B3	Current
1727731	2231116	9/6/2014	debtconsolidation	0	18753	36 months	6.17	572	A2	Current
1286140	2367460	6/8/2014	debtconsolidation	0	14477	48 months	12.69	386	B1	Current
1453274	2413748	12/28/2015	debtconsolidation	1	16502	48 months	14.03	451	A3	Current
1047724	2014343	4/30/2015	debtconsolidation	0	24883	36 months	16.43	880	C3	Current
1724123	2883658	7/26/2014	debtconsolidation	0	14204	48 months	14.59	392	C2	Current
1303180	2501835	7/4/2015	debtconsolidation	0	26793	36 months	9.4	857	D2	Current
1702264	2601229	4/1/2015	debtconsolidation	0	24273	48 months	12.34	643	B3	Current
1474462	2064894	3/24/2015	other	0	17244	48 months	14.61	477	B2	Current
1377286	2024550	1/14/2015	debtconsolidation	0	24198	48 months	9.23	605	B3	Current
1799940	2221330	5/31/2015	debtconsolidation	0	17927	36 months	6.49	549	B2	Current
1878261	2035588	8/13/2014	debtconsolidation	0	30008	48 months	11.38	781	B1	Current
1036790	2753708	4/20/2015	debtconsolidation	0	17745	36 months	11.23	583	A2	Current
1279163	2889483	11/18/2014	debtconsolidation	0	24009	36 months	12.64	805	E3	Current
1859091	2035516	12/20/2014	homeimprovement	0	22182	48 months	17.27	643	A1	Current
1787445	2001384	1/10/2015	debtconsolidation	0	9025	60 months	7.29	180	B2	Current
1582391	2844394	12/2/2015	debtconsolidation	0	20567	60 months	16.59	507	C2	Current
1671095	2112311	2/24/2015	debtconsolidation	0	12678	60 months	7.38	253	B2	Current
1765854	2388270	6/28/2014	debtconsolidation	0	32456	36 months	7.32	1007	A3	Current
1138440	2668256	5/3/2016	debtconsolidation	0	15780	60 months	10.73	341	D3	Current
1217347	2561210	8/27/2015	debtconsolidation	0	19174	60 months	10.1	408	E3	Default
1243477	2145076	4/6/2016	debtconsolidation	0	25127	60 months	12.81	569	E2	Current
1365542	2816613	11/29/2014	debtconsolidation	0	16080	48 months	8.69	398	A3	Current
1196122	2131548	7/15/2014	other	0	22835	48 months	8.37	561	B3	Current
1234757	2491827	7/5/2014	debtconsolidation	0	25072	48 months	13.64	681	A3	Current
1832944	2639001	7/6/2014	debtconsolidation	0	17104	60 months	9.02	355	A3	Current
1022276	2370568	6/6/2014	business	0	15218	60 months	8.99	316	A2	Current
1831877	2155078	5/13/2014	debtconsolidation	0	21682	48 months	4.92	499	B1	Current
1376533	2512789	7/11/2014	debtconsolidation	0	19171	48 months	16.89	552	C3	Current
1502155	2289706	7/15/2014	debtconsolidation	0	19594	48 months	9.26	490	E1	Current
1422982	2299225	6/19/2015	education	0	19599	36 months	5.49	592	C3	Current
1544190	2525415	7/24/2014	debtconsolidation	0	16778	36 months	13.2	567	B2	Current
1897792	2257611	3/10/2016	debtconsolidation	0	13171	48 months	8.03	322	C2	Current
1504171	2776397	4/12/2016	debtconsolidation	1	25990	60 months	8.9	538	B2	Current
1154748	2208462	6/20/2014	debtconsolidation	0	21942	48 months	7.9	535	D3	Current
1844656	2051705	4/11/2015	debtconsolidation	0	15730	48 months	5.85	368	A2	Current
1408176	2231391	4/8/2015	healthcare	1	18934	36 months	17.3	678	E3	Current
1440797	2448686	5/21/2015	homeimprovement	0	29517	60 months	13.87	685	B1	Current
1388980	2760195	11/29/2014	debtconsolidation	0	13130	48 months	11.55	343	A1	Current
1168755	2137611	5/30/2016	debtconsolidation	0	16533	48 months	6.28	390	A2	Current
1246037	2361125	12/20/2015	debtconsolidation	0	26324	36 months	15.26	916	A3	Current
1712077	2421134	10/8/2015	homeimprovement	0	14075	60 months	7.16	280	E3	Current
1559959	2896507	11/21/2015	debtconsolidation	0	17850	60 months	7.95	362	C3	Current
1124297	2429193	3/8/2016	debtconsolidation	0	20344	48 months	6.15	479	B1	Current
1402670	2831280	5/7/2016	debtconsolidation	0	20826	48 months	6.05	490	A2	Current
1718509	2060392	12/7/2015	debtconsolidation	0	23998	60 months	6.63	471	C3	Default
1350796	2277009	9/20/2015	debtconsolidation	0	16423	60 months	8.43	336	A2	Current
1430527	2221394	4/25/2016	debtconsolidation	0	20269	60 months	15.16	484	C1	Current
1362600	2249799	6/6/2016	debtconsolidation	0	17140	60 months	7.63	345	C1	Current
1745842	2576901	11/9/2015	debtconsolidation	0	29439	48 months	8.05	719	A3	Default
1579992	2747943	5/14/2014	debtconsolidation	0	22483	48 months	11.68	589	A3	Default
1366068	2509798	1/13/2015	debtconsolidation		26716	48 months	14.43	736	D1	Current
1710981	2655330	7/6/2014	debtconsolidation	0	24985	48 months	19.01	747	B2	Default
1315970	2020609	5/16/2015	debtconsolidation	0	19710	48 months	11.47	514	E3	Current
1070359	2516023	10/20/2014	debtconsolidation	0	27955	48 months	15.63	787	C2	Current
1375780	2748200	11/8/2014	debtconsolidation	0	21384	36 months	8.42	674	D2	Current
1488455	2812155	12/31/2015	debtconsolidation	0	14260	36 months	18.34	518	C3	Current
1222222	2392028	6/30/2015	homeimprovement	0	23525	60 months	7.4	470	A1	Current
1610115	2241942	1/14/2015	debtconsolidation	1	16560	36 months	11.88	549	A2	Current
1723767	2182039	5/23/2016	debtconsolidation	0	23227	36 months	8.17	730	D3	Current
1021421	2127981	6/19/2016	debtconsolidation	0	16895	48 months	4.43	385	B1	Current
1631245	2153664	5/7/2016	business	0	27364	36 months	6.09	834	A3	Current
1475750	2134452	5/25/2014	debtconsolidation	0	20730	60 months	11.02	451	E2	Current
1201722	2394479	8/15/2015	debtconsolidation	0	24576	60 months	18.4	629	C2	Current
1036903	2042787	10/8/2015	debtconsolidation	0	15783	60 months	16.82	391	C3	Current
1865362	2257426	3/5/2015	debtconsolidation	0	14175	36 months	11.25	466	C1	Current
1339441	2133360	11/20/2015	debtconsolidation	0	21211	36 months	20.28	791	E1	Default
1073666	2828674	6/26/2016	debtconsolidation	0		36 months	13.43	330	A3	Current
1635783	2888985	11/3/2014	debtconsolidation	0	20214	36 months	6.91	623	B3	Current
1241234	2036035	2/17/2015	debtconsolidation	0	21491	48 months	12.9	575	E2	Default
1031000	2706980	7/14/2014	debtconsolidation	0	24733	60 months	9.29	517	C3	Current
1157975	2367058	12/2/2014	debtconsolidation	0	26721	36 months	4.3	792	B3	Current
1516318	2557611	9/23/2014	debtconsolidation	0	24163	60 months	12.45	543	C2	Current
1441321	2175465	11/2/2015	homeimprovement	1	26974	48 months	13.18	726	A3	Current
1565965	2486072	8/24/2015	debtconsolidation	0	17186	36 months	7.38	534	B3	Current
1242776	2559955	6/10/2015	debtconsolidation	0	28868	48 months	7.15	693	E1	Current
1820998	2696479	1/24/2016	other	0	24293	60 months	12.72	549	E2	Current
1287691	2434018	5/27/2014	debtconsolidation	0	15579	36 months	5.08	467	B1	Current
1215782	2214115	1/26/2015	debtconsolidation	0	19254	36 months	10.33	624	B1	Current
1621794	2258702	1/29/2016	debtconsolidation	0	27372	36 months	5.37	825	C1	Current
1386719	2430468	11/10/2015	debtconsolidation	0	19388	36 months	11.69	641	C2	Current
1279519	2351971	6/24/2015	debtconsolidation	0	21454	60 months	14.59	506	D2	Default
1580136	2659418	12/6/2014	debtconsolidation	0	21726	36 months	4.89	650	A1	Current
1503374	2798452	2/14/2015	debtconsolidation	0	24160	36 months	6.19	737	A1	Current
1461079	2638888	8/17/2015	business	0	21701	48 months	13.03	583	C2	Default
1592883	2615798	9/2/2014	debtconsolidation	0	10359	36 months	7.64	323	B3	Current
1290646	2381137	1/7/2016	debtconsolidation	0	20222	36 months	13.7	688	E3	Current
1363533	2031878	6/24/2015	debtconsolidation	0	15907	60 months	8.1	323	A2	Current
1506418	2543924	7/28/2014	homeimprovement	0	20374	48 months	6.93	487	A3	Current
1800306	2460835	3/10/2015	debtconsolidation	0	15510	60 months	15.97	377	A2	Current
1299669	2549202	3/13/2016	debtconsolidation	0	23025	60 months	15.62	555	E1	Current
1752470	2860996	4/19/2016	debtconsolidation	0	21298	60 months	8.08	433	E3	Current
1532158	2131939	5/12/2015	debtconsolidation	0	20995	36 months	7.87	657	A2	Current
1312286	2152423	3/29/2016	debtconsolidation	0	21965	48 months	12.25	581	B2	Current
1888589	2548984	9/8/2015	homeimprovement	0	19228	60 months	9.24	401	B2	Current
1565021	2116589	4/15/2015	debtconsolidation	0	20475	36 months	7.29	635	C3	Current
1841562	2129737	12/14/2014	debtconsolidation	0	17764	48 months	13.39	480	C2	Current
1866360	2792392	12/5/2014	debtconsolidation	0	20010	60 months	10.61	431	A1	Current
1773182	2496363	6/22/2016	debtconsolidation	0	19159	36 months	9.77	616	A2	Current
1792149	2142871	6/23/2014	debtconsolidation	0	13034	48 months	6.66	310	A2	Current
1401577	2474496	5/3/2015	debtconsolidation	0	12774	36 months	8.96	406	D2	Current
1846818	2404792	5/16/2015	debtconsolidation		21364	60 months	8.78	441	A2	Current
1383788	2310619	10/8/2014	debtconsolidation	0	24320	60 months	5.32	463	A3	Current
1349629	2010318	11/6/2014	debtconsolidation	0	16400	60 months	17.22	410	B3	Current
1157934	2334650	7/9/2014	debtconsolidation	0	24279	60 months	10.41	521	A2	Current
1324316	2830614	7/3/2014	debtconsolidation	0	15545	60 months	6.04	301	B1	Current
1735746	2354904	10/17/2014	debtconsolidation	1	16486		12.86	554	A1	Current
1263076	2142023	7/23/2015	debtconsolidation	0	19553	36 months	9.78	629	A1	Current
1275867	2543180	2/14/2016	debtconsolidation	0	22599	60 months	9.34	473	E3	Default
1362300	2349329	5/23/2016	debtconsolidation	0	32160	36 months	20.19	1198	E1	Default
1368987	2640892	11/4/2014	homeimprovement	0	24402	48 months	5.2	564	A2	Current
1659262	2839231	2/10/2015	debtconsolidation	0	20608		8.99	513	C1	Current
1703286	2127169	3/24/2015	debtconsolidation	0	22070	48 months	11.84	579	C3	Current
1152637	2303838	4/23/2016	debtconsolidation	0	20698	36 months	16.34	731	C1	Default
1378953	2832013	12/25/2014	debtconsolidation	0	24435	36 months	11.05	801	A2	Current
1406816	2090047	7/15/2014	debtconsolidation	1	23687	60 months	10.52	509	C1	Current
1838757	2722246	4/26/2015	debtconsolidation	0	16559	60 months	9.63	349	D2	Current
1564044	2189824	2/7/2016	homeimprovement	0	24190	36 months	18.28	878	E2	Default
1451485	2115069	8/1/2015	other	0	24563	36 months	11.53	810	B2	Current
1702078	2720613	3/19/2015	debtconsolidation	0	26641	48 months	10.27	679	B3	Current
1231075	2376156	6/7/2015	debtconsolidation	0	20510	36 months	18.88	751	C2	Current
1594790	2484063	5/15/2016	debtconsolidation	0	20005	48 months	7.04	479	A3	Current
1541229	2675206	5/8/2015	debtconsolidation	0	9994	36 months	9	318	B1	Current
1531072	2242648	1/12/2016	debtconsolidation	0	22439	36 months	5.42	677	A2	Current
1828944	2240733	6/26/2016	debtconsolidation	0	22450	60 months	10.77	486	D1	Current
1523553	2012033	4/12/2016	debtconsolidation	0	24535	60 months	6.49	480	B2	Current
1692824	2632902	4/15/2015	debtconsolidation	0	16756	60 months	24.47	487	E1	Default
1219133	2008935	2/17/2015	debtconsolidation	0	23515	60 months	19.46	616	A1	Current
1180511	2237895	3/12/2015	debtconsolidation	0	21516	36 months	8.37	678	E2	Current
1161574	2556945	4/6/2015	debtconsolidation	0	18284	36 months	9.64	587	B2	Current
1180853	2593288	7/19/2015	homeimprovement	0	17621	48 months	9.64	444	B1	Current
1165428	2014303	8/18/2015	debtconsolidation	0	23632	36 months	7.7	737	B1	Current
1564767	2505396	11/5/2014	debtconsolidation	0	18573	36 months	6.32	568	E3	Default
1249764	2277041	7/12/2015	debtconsolidation	1	18092	60 months	9.92	384	A1	Current
1204396	2462867	6/15/2016	debtconsolidation	0	25608	60 months	10.22	547	B2	Current
1793634	2704170	8/21/2014	debtconsolidation	1	19294	36 months	5.31	581	C3	Current
1711883	2618629	1/28/2015	debtconsolidation	1	18745	60 months	6.07	363	A3	Current
1180946	2819463	6/3/2016	debtconsolidation	0	14591	48 months	10.56	374	B3	Current
1288661	2890471	11/1/2014	debtconsolidation	0	23699	60 months	12.2	530	A2	Current
1096624	2189138	10/21/2014	debtconsolidation	0	29393	48 months	10.6	754	E2	Current
1435445	2732854	1/30/2016	debtconsolidation	0	27868	60 months	8.59	573	A1	Current
1755870	2097883	5/16/2014	homeimprovement	0	20895	60 months	14.05	487	A2	Current
1198649	2854829	2/4/2015	other	0	18752	60 months	15.28	449	A2	Current
1896983	2583512	12/14/2015	debtconsolidation	0	24350	36 months	17.53	875	A3	Current
1730396	2228040	12/29/2015	debtconsolidation	0	26059	48 months	8.31	640	B3	Current
1153002	2748239	8/13/2015	homeimprovement	0	26659	48 months	19.24	800	D3	Current
1266913	2797167	8/22/2015	debtconsolidation	0	19785	60 months	11.95	440	D2	Current
1630100	2551613	7/27/2015	homeimprovement	0	24410	36 months	11.92	810	C2	Current
1890283	2870496	5/21/2016	debtconsolidation	0	22558	60 months	6.7	443	A2	Current
1002843	2387199	6/21/2015	debtconsolidation	0	27918	48 months	23.9	909	D2	Default
1664882	2067609	12/6/2014	debtconsolidation	0	17670	48 months	9.44	443	E2	Current
1272697	2636460	7/7/2015	debtconsolidation	0	20940	48 months	7.72	508	A3	Current
1347384	2004309	1/25/2016	debtconsolidation	0	20949	48 months	7.36	505	A1	Current
1662729	2214044	12/11/2015	debtconsolidation	0	14080	36 months	10.77	459	B2	Current
1234458	2021616	9/16/2015	debtconsolidation	0	13460	60 months	14.38	316	D2	Current
1006197	2122705	12/24/2015	debtconsolidation	0	17937	48 months	6.29	424	A1	Current
1754434	2410950	8/3/2014	business	0	22196	60 months	6.08	430	B1	Current
1827550	2236384	8/15/2014	debtconsolidation	0	25101	36 months	17.28	898	B2	Current
1375643	2180094	1/31/2016	debtconsolidation	0	17273	48 months	11.01	447	B1	Current
1851723	2861193	12/25/2015	debtconsolidation	0	28968	48 months	15.78	818	B3	Current
1303527	2688406	7/14/2014	debtconsolidation	0	12826	60 months	8.66	264	A3	Current
1847251	2661928	9/17/2015	debtconsolidation	0	16002	36 months	10.78	522	C1	Current
1507260	2614721	12/21/2015	debtconsolidation	0	17806	60 months	12.18	398	A2	Current
1430548	2437080	6/7/2016	debtconsolidation	0	12265	48 months	11.48	320	A3	Current
1853548	2723393	3/14/2015	debtconsolidation	0	26354	36 months	6.1	803	B1	Current
1400890	2625539	7/20/2014	debtconsolidation	0	17962	48 months	10.45	459	C2	Current
1367813	2702728	5/26/2015	debtconsolidation	0	21264	60 months	11.57	468	D2	Current
1102198	2129903	3/19/2015	debtconsolidation	0	12954	48 months	7.91	316	A3	Current
1216438	2210991	2/10/2015	homeimprovement	0	20683	48 months	10.48	529	E1	Current
1850005	2454928	12/22/2014	homeimprovement	0	11129	36 months	15.07	386	A1	Current
1371086	2147232	11/19/2015	business	0	16718	60 months	14.55	394	D3	Current
1521187	2894708	9/21/2015	business	1	16254	48 months	8.85	403	D2	Current
1552589	2069586	8/20/2014	debtconsolidation	0	27513	60 months	14.1	642	E1	Current
1327380	2246122	1/4/2016	debtconsolidation	0	22540	60 months	11.67	498	E3	Current
1274040	2808577	2/26/2016	debtconsolidation	0	15207	36 months	8.3	479	A1	Current
1287643	2550266	3/12/2015	debtconsolidation	0	23928	60 months	15.65	577	E1	Current
1389162	2242092	11/10/2015	debtconsolidation	0	28833	60 months	9.44	605	B2	Current
1439292	2143943	7/12/2015	debtconsolidation	0	19987	60 months	16.74	494	E3	Current
1539561	2771559	3/4/2016	debtconsolidation	0	14869	48 months	8.96	370	B2	Current
1230793	2827362	12/3/2014	debtconsolidation	0	21955	36 months	12.38	733	D1	Current
1832435	2504759	7/22/2015	debtconsolidation	0	17188	36 months	13.67	585	A1	Current
1818867	2773001	4/1/2015	debtconsolidation	0	21885	48 months	17.49	637	A3	Current
1525790	2328310	8/23/2015	debtconsolidation	0	19338	60 months	7.51	388	D1	Current
1433977	2797702	12/28/2014	debtconsolidation	0	13906	36 months	6.36	425	B2	Current
1026646	2122504	11/7/2015	debtconsolidation	0	14514	60 months	7.56	291	C3	Current
1446695	2277914	9/22/2015	debtconsolidation	0	14361	36 months	6.09	437	D1	Current
1898859	2445145	1/23/2015	debtconsolidation	0	21017	60 months	4.79	395	A1	Current
1774748	2330817	7/18/2015	debtconsolidation	0	23539	60 months	9.13	490	B3	Current
1705285	2266854	3/18/2015	debtconsolidation	0	24784	60 months	7.94	502	A2	Current
1556433	2538363	6/29/2015	debtconsolidation	0	20628	36 months	7.89	645	C3	Current
1486714	2055104	6/11/2014	debtconsolidation	0	20307	60 months	10.72	439	B1	Current
1752005	2865737	1/21/2015	debtconsolidation	0	22416	36 months	11.32	737	B1	Current
1224177	2728520	12/22/2014	debtconsolidation	0	19196	48 months	13.64	521	B1	Current
1055384	2404159	11/17/2014	debtconsolidation	0	18381	48 months	10.38	470	C2	Current
1481865	2427533	9/3/2014	debtconsolidation	0	20141	60 months	4.87	379	D2	Current
1622263	2145318	1/21/2016	debtconsolidation	0	23426	48 months	5.8	548	B3	Current
1122888	2399846	1/13/2016	debtconsolidation	0	16809	60 months	12.14	375	A3	Current
1785867	2619145	4/1/2015	other	0	20982	60 months	9.58	441	A1	Current
1444520	2664554	9/19/2015	debtconsolidation	0	24688	36 months	8.43	779	A3	Current
1819303	2309509	1/30/2015	debtconsolidation	0		48 months	14.48	749	A3	Current
1877824	2585899	6/27/2015	debtconsolidation	0	18539	48 months	12.84	496	B2	Current
1557585	2649286	6/4/2016	homeimprovement	1	14333	48 months	11.75	376	B2	Current
1564312	2325255	10/5/2015	debtconsolidation	0	25816	48 months	7.06	619	A2	Current
1421841	2499692	12/31/2014	homeimprovement	0	24186	60 months	6.85	477	E2	Current
1219542	2616576	10/27/2014	education	0	23998	48 months	15.28	671	E3	Default
1040363	2146474	9/8/2015	debtconsolidation	1	13913	36 months	13.5	472	C1	Current
1066897	2342725	12/31/2014	other	0	13880	60 months	8.7	286	C2	Current
1366707	2068973	6/23/2014	debtconsolidation	0	17530	60 months	13.92	407	C2	Current
1418865	2282804	9/15/2014	debtconsolidation	0	22731	60 months	10.93	493	D3	Current
